id,created_at,updated_at,headline,summary,author,source,symbols,url
33050845,2023-06-28T20:40:47Z,2023-06-28T20:40:47Z,"Micron Technology Says Pricing Trends Improving, Have Increased Confidence That Industry Has Passed Bottom For Quarterly Revenue And Growth",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33050845/micron-technology-says-pricing-trends-improving-have-increased-confidence-that-industry-has-passed-b
33051595,2023-06-28T21:20:53Z,2023-06-28T21:20:53Z,"Micron Technology ISaid Expect 2024 To Be Big Banner Year For AI, Memory And Storage -Conf Call",,Charles Gross,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33051595/micron-technology-isaid-expect-2024-to-be-big-banner-year-for-ai-memory-and-storage-conf-call
33054151,2023-06-29T07:41:24Z,2023-06-29T07:41:25Z,"McCormick, BlackBerry And 3 Stocks To Watch Heading Into Thursday","With U.S. stock futures trading slightly higher this morning on Thursday, some of the stocks that may grab investor focus today are as follows:
",Lisa Levin,benzinga,"AYI,BB,MKC,MU,NKE",https://www.benzinga.com/news/earnings/23/06/33054151/mccormick-blackberry-and-3-stocks-to-watch-heading-into-thursday
33037566,2023-06-28T12:24:43Z,2023-06-29T07:55:04Z,"Ahead Of Earnings, Micron Sees Spike In Options Trading: Traders Anticipate Price Surge","Micron Technology, Inc. (NASDAQ: MU) is scheduled to release its quarterly results after the closing bell  on June 28, 2023. ",Lisa Levin,benzinga,MU,https://www.benzinga.com/trading-ideas/long-ideas/23/06/33037566/ahead-of-earnings-micron-sees-spike-in-options-trading-traders-anticipate-price-surge
33054273,2023-06-29T08:14:22Z,2023-06-29T08:14:23Z,"Keybanc Maintains Overweight on Micron Technology, Raises Price Target to $80",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33054273/keybanc-maintains-overweight-on-micron-technology-raises-price-target-to-80
33054447,2023-06-29T08:53:53Z,2023-06-29T08:53:54Z,"Piper Sandler Upgrades Micron Technology to Neutral, Raises Price Target to $70",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33054447/piper-sandler-upgrades-micron-technology-to-neutral-raises-price-target-to-70
33054854,2023-06-29T09:59:45Z,2023-06-29T09:59:46Z,Micron Analysts Boost Their Forecasts After Upbeat Q3 Results,"Micron Technology, Inc. (NASDAQ: MU) reported better-than-expected third-quarter results.",Lisa Levin,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33054854/micron-analysts-boost-their-forecasts-after-upbeat-q3-results
33055191,2023-06-29T10:21:08Z,2023-06-29T10:21:09Z,"BlackBerry, Micron And Other Big Stocks Moving Higher In Thursday's Pre-Market Session","U.S. stock futures traded higher this morning. Here are some big stocks recording gains in today’s pre-market trading session.
	BlackBerry Limited (NYSE: BB) shares climbed 18.5% to $5.94 in pre-market trading after the company reported better-than-expected fiscal first-quarter results.
",Lisa Levin,benzinga,"ALVR,BB,ERIC,FREY,JOBY,LILM,MU,OPEN,OSTK,OTLY",https://www.benzinga.com/news/23/06/33055191/blackberry-micron-and-other-big-stocks-moving-higher-in-thursdays-pre-market-session
33056423,2023-06-29T11:28:06Z,2023-06-29T11:28:07Z,"Raymond James Maintains Outperform on Micron Technology, Raises Price Target to $76",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33056423/raymond-james-maintains-outperform-on-micron-technology-raises-price-target-to-76
33056487,2023-06-29T11:34:50Z,2023-06-29T11:34:50Z,"Rosenblatt Reiterates Buy on Micron Technology, Maintains $100 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33056487/rosenblatt-reiterates-buy-on-micron-technology-maintains-100-price-target
33056616,2023-06-29T11:42:13Z,2023-06-29T11:42:14Z,"Needham Maintains Buy on Micron Technology, Raises Price Target to $80",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33056616/needham-maintains-buy-on-micron-technology-raises-price-target-to-80
33057098,2023-06-29T12:06:48Z,2023-06-29T12:06:49Z,"Morgan Stanley Reiterates Underweight on Micron Technology, Maintains $46 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33057098/morgan-stanley-reiterates-underweight-on-micron-technology-maintains-46-price-target
33058152,2023-06-29T12:53:03Z,2023-06-29T12:53:04Z,Schrödinger To Rally Around 14%? Here Are 10 Other Analyst Forecasts For Thursday,"
	Keybanc boosted the price target for  Micron Technology, Inc.  (NASDAQ: MU) from $70 to $80. Keybanc analyst John Vinh maintained an Overweight rating. Micron shares rose 3.9% to $69.70 in pre-market trading.
",Lisa Levin,benzinga,"FHTX,GDOT,GIS,INVH,LBTYK,MU,PFE,REAL,ROIV,SDGR,SYM",https://www.benzinga.com/news/23/06/33058152/schr-dinger-to-rally-around-14-here-are-10-other-analyst-forecasts-for-thursday
33058142,2023-06-29T12:57:00Z,2023-06-29T12:57:01Z,Why Micron Stock Is Moving Higher Today,"Micron Technology Inc (NASDAQ: MU) shares are rising Thursday after the company reported better-than-expected results. Several analysts are out with updates following the print, including an upgrade from Piper Sandler.",Adam Eckert,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/33058142/why-micron-stock-is-moving-higher-today
33059416,2023-06-29T13:36:27Z,2023-06-29T13:36:27Z,"Barclays Maintains Overweight on Micron Technology, Raises Price Target to $75",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33059416/barclays-maintains-overweight-on-micron-technology-raises-price-target-to-75
33059585,2023-06-29T13:43:33Z,2023-06-29T13:43:33Z,"B of A Securities Maintains Neutral on Micron Technology, Raises Price Target to $76",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33059585/b-of-a-securities-maintains-neutral-on-micron-technology-raises-price-target-to-76
33059935,2023-06-29T14:00:44Z,2023-06-29T14:00:45Z,16 Analysts Have This to Say About Micron Technology, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/analyst-ratings/23/06/33059935/16-analysts-have-this-to-say-about-micron-technology
33060413,2023-06-29T14:19:29Z,2023-06-29T14:19:29Z,"TD Cowen Maintains Outperform on Micron Technology, Raises Price Target to $78",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33060413/td-cowen-maintains-outperform-on-micron-technology-raises-price-target-to-78
33060918,2023-06-29T14:59:16Z,2023-06-29T14:59:17Z,China Unable To Chip Off Micron's Prospects: 4 Analysts Remain Bullish On Outlook,"Shares of Micron Technology Inc (NASDAQ: MU) declined in early trading on Thursday, despite the company reporting better-than-expected results. Here’s a look at some key analyst takeaways.",Priya Nigam,benzinga,MU,https://www.benzinga.com/analyst-ratings/analyst-color/23/06/33060918/china-unable-to-chip-off-microns-prospects-4-analysts-remain-bullish-on-outlook
33061399,2023-06-29T15:02:40Z,2023-06-29T15:02:41Z,"Benzinga's Top Ratings Upgrades, Downgrades For June 29, 2023", ,Benzinga Insights,benzinga,"AI,ARLO,ASH,ASO,BLX,BMI,BURL,CFG,CLAR,CNO,CRBG,DGX,DIS,ESTA,FCX,FOXF,FREY,GNRC,GROY,HIBB,ICPT,INTR,MCW,MU,NPWR,OPK,PFE,PNR,PRMRF,REAL,RH,ROKU,ROST,SNDR,SYM,TEAM,TIL,TJX,TS,U,WING,WISH,WMG,XYL,ZWS",https://www.benzinga.com/analyst-ratings/upgrades/23/06/33061399/benzingas-top-ratings-upgrades-downgrades-for-june-29-2023
