ticker,company_name,general_sentiment_score,ai_demand_sentiment,data_center_sentiment,hbm_sentiment,foundry_capacity_sentiment,semiconductor_capex_sentiment,china_export_risk_sentiment,inventory_sentiment,gross_margin_sentiment,pricing_pressure_sentiment,automotive_demand_sentiment,consumer_demand_sentiment,industrial_demand_sentiment,optical_networking_sentiment,memory_pricing_sentiment,analyst_sentiment,management_tone_sentiment,risk_sentiment,news_headlines,news_urls
COHU,"Cohu, Inc.",0.85,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,"3 Stocks Estimated To Be Up To 47.8% Below Intrinsic Value | 3 Stocks Estimated To Be Up To 47.8% Below Intrinsic Value | Cohu (COHU) Is Up 17.1% After Raising 2026 Outlook On Expanding AI Compute Opportunity | Cohu (COHU) Is Up 17.1% After Raising 2026 Outlook On Expanding AI Compute Opportunity | Cohu Inc. (COHU) Soars on AI-Driven Semiconductor Demand and Strong 2026 Outlook | Cohu Inc. (COHU) Soars on AI-Driven Semiconductor Demand and Strong 2026 Outlook | Here is Why Cohu, Inc. (COHU) is a Buzzing AI Semiconductor Stock to Buy in 2026 | Here is Why Cohu, Inc. (COHU) is a Buzzing AI Semiconductor Stock to Buy in 2026 | Aehr To Deliver $41M Record Production Order to Hyperscale AI Customer | Aehr To Deliver $41M Record Production Order to Hyperscale AI Customer",https://finance.yahoo.com/markets/stocks/articles/3-stocks-estimated-47-8-173800545.html | https://finance.yahoo.com/markets/stocks/articles/3-stocks-estimated-47-8-173800545.html | https://finance.yahoo.com/markets/stocks/articles/cohu-cohu-17-1-raising-091202473.html | https://finance.yahoo.com/markets/stocks/articles/cohu-cohu-17-1-raising-091202473.html | https://finance.yahoo.com/markets/stocks/articles/cohu-inc-cohu-soars-ai-232213852.html | https://finance.yahoo.com/markets/stocks/articles/cohu-inc-cohu-soars-ai-232213852.html | https://finance.yahoo.com/sectors/technology/articles/why-cohu-inc-cohu-buzzing-215009607.html | https://finance.yahoo.com/sectors/technology/articles/why-cohu-inc-cohu-buzzing-215009607.html | https://finance.yahoo.com/sectors/technology/articles/aehr-deliver-41m-record-production-210156952.html | https://finance.yahoo.com/sectors/technology/articles/aehr-deliver-41m-record-production-210156952.html
CRUS,"Cirrus Logic, Inc.",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.2,Lam Research Up 87% YTD: Is the Chipmaking Tool Provider Still a Buy? | Lam Research Up 87% YTD: Is the Chipmaking Tool Provider Still a Buy? | Why Is Cirrus Logic (CRUS) Up 2.3% Since Last Earnings Report? | Why Is Cirrus Logic (CRUS) Up 2.3% Since Last Earnings Report? | Cirrus Logic Audio Converters Test Diversification Beyond Smartphones In $9b Market | Cirrus Logic Audio Converters Test Diversification Beyond Smartphones In $9b Market | Can CRUS' Audio Converter Launch Diversify Revenue Streams & Boost Sales? | Can CRUS' Audio Converter Launch Diversify Revenue Streams & Boost Sales? | Cirrus Logic vs. Skyworks: Which Chip Stock is the Smarter Buy? | Cirrus Logic vs. Skyworks: Which Chip Stock is the Smarter Buy?,https://finance.yahoo.com/markets/stocks/articles/lam-research-87-ytd-chipmaking-123200141.html | https://finance.yahoo.com/markets/stocks/articles/lam-research-87-ytd-chipmaking-123200141.html | https://finance.yahoo.com/markets/stocks/articles/why-cirrus-logic-crus-2-153021432.html | https://finance.yahoo.com/markets/stocks/articles/why-cirrus-logic-crus-2-153021432.html | https://finance.yahoo.com/markets/stocks/articles/cirrus-logic-audio-converters-test-031601835.html | https://finance.yahoo.com/markets/stocks/articles/cirrus-logic-audio-converters-test-031601835.html | https://finance.yahoo.com/markets/stocks/articles/crus-audio-converter-launch-diversify-142000607.html | https://finance.yahoo.com/markets/stocks/articles/crus-audio-converter-launch-diversify-142000607.html | https://finance.yahoo.com/markets/stocks/articles/cirrus-logic-vs-skyworks-chip-130600346.html | https://finance.yahoo.com/markets/stocks/articles/cirrus-logic-vs-skyworks-chip-130600346.html
CSIQ,Canadian Solar Inc.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,"As Solar M&A Heats Up, These 4 Companies Could Be on the Block | As Solar M&A Heats Up, These 4 Companies Could Be on the Block | Is Canadian Solar Inc. (CSIQ) A Good Stock To Buy Now? | Is Canadian Solar Inc. (CSIQ) A Good Stock To Buy Now? | Assessing Canadian Solar (NasdaqGS:CSIQ) Valuation As Trading Signals And Models Send Mixed Messages | Assessing Canadian Solar (NasdaqGS:CSIQ) Valuation As Trading Signals And Models Send Mixed Messages | Zacks Industry Outlook Highlights First Solar, Enphase Energy and Canadian Solar | Zacks Industry Outlook Highlights First Solar, Enphase Energy and Canadian Solar | 3 Solar Stocks Offering Opportunity Despite Ongoing Industry Weakness | 3 Solar Stocks Offering Opportunity Despite Ongoing Industry Weakness",https://finance.yahoo.com/sectors/energy/articles/solar-m-heats-4-companies-132558964.html | https://finance.yahoo.com/sectors/energy/articles/solar-m-heats-4-companies-132558964.html | https://finance.yahoo.com/markets/stocks/articles/canadian-solar-inc-csiq-good-152511158.html | https://finance.yahoo.com/markets/stocks/articles/canadian-solar-inc-csiq-good-152511158.html | https://finance.yahoo.com/markets/stocks/articles/assessing-canadian-solar-nasdaqgs-csiq-190731916.html | https://finance.yahoo.com/markets/stocks/articles/assessing-canadian-solar-nasdaqgs-csiq-190731916.html | https://finance.yahoo.com/sectors/energy/articles/zacks-industry-outlook-highlights-first-094300227.html | https://finance.yahoo.com/sectors/energy/articles/zacks-industry-outlook-highlights-first-094300227.html | https://finance.yahoo.com/sectors/energy/articles/3-solar-stocks-offering-opportunity-134300879.html | https://finance.yahoo.com/sectors/energy/articles/3-solar-stocks-offering-opportunity-134300879.html
CVV,CVD Equipment Corporation,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.3,0.0,0.0,0.1,0.0,0.0,-0.4,0.0,0.2,CVD Equipment (CVV) Q4 2025 Earnings Transcript | CVD Equipment (CVV) Q4 2025 Earnings Transcript | CVD Equipment Stock Declines Post Q1 Earnings and Margin Weakness | CVD Equipment Stock Declines Post Q1 Earnings and Margin Weakness | Atlas Copco SDC Deal Reshapes Industrial Portfolio And Valuation Debate | Atlas Copco SDC Deal Reshapes Industrial Portfolio And Valuation Debate | We're Hopeful That CVD Equipment (NASDAQ:CVV) Will Use Its Cash Wisely | We're Hopeful That CVD Equipment (NASDAQ:CVV) Will Use Its Cash Wisely | CVD Equipment (CVV) Q1 2026 Earnings Transcript | CVD Equipment (CVV) Q1 2026 Earnings Transcript,https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-cvv-q4-2025-212247640.html | https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-cvv-q4-2025-212247640.html | https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-stock-declines-post-153300436.html | https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-stock-declines-post-153300436.html | https://finance.yahoo.com/markets/stocks/articles/atlas-copco-sdc-deal-reshapes-090955453.html | https://finance.yahoo.com/markets/stocks/articles/atlas-copco-sdc-deal-reshapes-090955453.html | https://finance.yahoo.com/markets/stocks/articles/were-hopeful-cvd-equipment-nasdaq-120109504.html | https://finance.yahoo.com/markets/stocks/articles/were-hopeful-cvd-equipment-nasdaq-120109504.html | https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-cvv-q1-2026-131347258.html | https://finance.yahoo.com/markets/stocks/articles/cvd-equipment-cvv-q1-2026-131347258.html
DIOD,Diodes Incorporated,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,"Is Diodes Incorporated (DIOD) A Good Stock To Buy Now? | Is Diodes Incorporated (DIOD) A Good Stock To Buy Now? | Assessing Diodes (DIOD) Valuation After Strong Recent Share Price Momentum | Assessing Diodes (DIOD) Valuation After Strong Recent Share Price Momentum | Diodes (DIOD) Is a Great Choice for 'Trend' Investors, Here's Why | Diodes (DIOD) Is a Great Choice for 'Trend' Investors, Here's Why | Diodes Surges 148% in a Year: Reason to Buy the Stock Now? | Diodes Surges 148% in a Year: Reason to Buy the Stock Now? | UMC Rides on Portfolio Strength: Reason to Bet on the Stock Now? | UMC Rides on Portfolio Strength: Reason to Bet on the Stock Now?",https://finance.yahoo.com/markets/stocks/articles/diodes-incorporated-diod-good-stock-144921344.html | https://finance.yahoo.com/markets/stocks/articles/diodes-incorporated-diod-good-stock-144921344.html | https://finance.yahoo.com/markets/stocks/articles/assessing-diodes-diod-valuation-strong-131724742.html | https://finance.yahoo.com/markets/stocks/articles/assessing-diodes-diod-valuation-strong-131724742.html | https://finance.yahoo.com/markets/stocks/articles/diodes-diod-great-choice-trend-125502202.html | https://finance.yahoo.com/markets/stocks/articles/diodes-diod-great-choice-trend-125502202.html | https://finance.yahoo.com/markets/stocks/articles/diodes-surges-148-reason-buy-160200204.html | https://finance.yahoo.com/markets/stocks/articles/diodes-surges-148-reason-buy-160200204.html | https://finance.yahoo.com/markets/stocks/articles/umc-rides-portfolio-strength-reason-142800356.html | https://finance.yahoo.com/markets/stocks/articles/umc-rides-portfolio-strength-reason-142800356.html
DVLT,Datavault AI Inc.,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,Datavault AI Ties RWA Tokenization To 24 7 Regulated Commodity Trading | Datavault AI Ties RWA Tokenization To 24 7 Regulated Commodity Trading | Is Datavault AI (DVLT) the Best Tech Stock with Huge Upside Potential? | Is Datavault AI (DVLT) the Best Tech Stock with Huge Upside Potential? | Datavault AI Secures Preliminary Framework for $2 Billion Financing Deal (DVLT) | Datavault AI Secures Preliminary Framework for $2 Billion Financing Deal (DVLT) | Datavault AI Signs Perpetuals Deal to Bring Commodity RWAs Into 24/7 Trading | Datavault AI Signs Perpetuals Deal to Bring Commodity RWAs Into 24/7 Trading | Datavault AI Refocuses On Data Tokenization As Acoustic Sciences Spins Out | Datavault AI Refocuses On Data Tokenization As Acoustic Sciences Spins Out,https://finance.yahoo.com/markets/commodities/articles/datavault-ai-ties-rwa-tokenization-132003215.html | https://finance.yahoo.com/markets/commodities/articles/datavault-ai-ties-rwa-tokenization-132003215.html | https://finance.yahoo.com/sectors/technology/articles/datavault-ai-dvlt-best-tech-050706136.html | https://finance.yahoo.com/sectors/technology/articles/datavault-ai-dvlt-best-tech-050706136.html | https://finance.yahoo.com/markets/stocks/articles/datavault-ai-secures-preliminary-framework-093818353.html | https://finance.yahoo.com/markets/stocks/articles/datavault-ai-secures-preliminary-framework-093818353.html | https://finance.yahoo.com/markets/commodities/articles/datavault-ai-signs-perpetuals-deal-140400943.html | https://finance.yahoo.com/markets/commodities/articles/datavault-ai-signs-perpetuals-deal-140400943.html | https://finance.yahoo.com/markets/stocks/articles/datavault-ai-refocuses-data-tokenization-110845895.html | https://finance.yahoo.com/markets/stocks/articles/datavault-ai-refocuses-data-tokenization-110845895.html
ENGS,Energys Group Limited,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.7,"Energys Group (ENGS): Losses Accelerate 14.1% Annually, Premium Valuation Challenged by Bearish Narrative | Energys Group (ENGS): Losses Accelerate 14.1% Annually, Premium Valuation Challenged by Bearish Narrative",https://finance.yahoo.com/news/energys-group-engs-losses-accelerate-050627012.html | https://finance.yahoo.com/news/energys-group-engs-losses-accelerate-050627012.html
FLEX,Flex Ltd.,0.3,0.7,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,How Is Keysight’s Stock Performance Compared to Other Technology Stocks? | Flex Spin Offs AI Data Center Power Unit As Growth Story Shifts | Flex Spin Offs AI Data Center Power Unit As Growth Story Shifts | Marvell Just Ripped 57% in a Month. Will the June 22 S&P 500 Listing Be a Sell-the-News Event? | Marvell Just Ripped 57% in a Month. Will the June 22 S&P 500 Listing Be a Sell-the-News Event? | Flex Aggressively Scaling Investments: Is Fiscal 2027 a Turning Point? | Flex Aggressively Scaling Investments: Is Fiscal 2027 a Turning Point? | Zacks Investment Ideas feature highlights: Microchip Technology and Flex | Zacks Investment Ideas feature highlights: Microchip Technology and Flex | 1 Services Stock to Keep an Eye On and 2 That Underwhelm,https://finance.yahoo.com/markets/stocks/articles/keysight-stock-performance-compared-other-114036147.html | https://finance.yahoo.com/markets/stocks/articles/flex-spin-offs-ai-data-180937781.html | https://finance.yahoo.com/markets/stocks/articles/flex-spin-offs-ai-data-180937781.html | https://finance.yahoo.com/markets/stocks/articles/marvell-just-ripped-57-month-183800332.html | https://finance.yahoo.com/markets/stocks/articles/marvell-just-ripped-57-month-183800332.html | https://finance.yahoo.com/markets/stocks/articles/flex-aggressively-scaling-investments-fiscal-165300966.html | https://finance.yahoo.com/markets/stocks/articles/flex-aggressively-scaling-investments-fiscal-165300966.html | https://finance.yahoo.com/markets/stocks/articles/zacks-investment-ideas-feature-highlights-143800370.html | https://finance.yahoo.com/markets/stocks/articles/zacks-investment-ideas-feature-highlights-143800370.html | https://finance.yahoo.com/markets/stocks/articles/1-services-stock-keep-eye-102537193.html
FORM,"FormFactor, Inc.",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,"Why FormFactor (FORM) Might be Well Poised for a Surge | Credo Technology Stock Outlook Hinges on AI and Optical Scale | Credo Technology Stock Outlook Hinges on AI and Optical Scale | Why FormFactor (FORM) Stock Is Up Today | Why FormFactor (FORM) Stock Is Up Today | Can HDFO Adoption Strengthen Amkor's Compute Growth Opportunity? | Can HDFO Adoption Strengthen Amkor's Compute Growth Opportunity? | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls | Here Are Friday’s Best Wall Street Analyst Research Calls: Adobe, Advanced Micro Devices, Ares Capital, Coca-Cola, e.l.f. Beauty, FormFactor, Kratos Defense, Travelers, Williams-Sonoma, and More",https://finance.yahoo.com/markets/stocks/articles/why-formfactor-form-might-well-162001650.html | https://finance.yahoo.com/markets/stocks/articles/credo-technology-stock-outlook-hinges-143900700.html | https://finance.yahoo.com/markets/stocks/articles/credo-technology-stock-outlook-hinges-143900700.html | https://finance.yahoo.com/markets/stocks/articles/why-formfactor-form-stock-today-205320398.html | https://finance.yahoo.com/markets/stocks/articles/why-formfactor-form-stock-today-205320398.html | https://finance.yahoo.com/markets/stocks/articles/hdfo-adoption-strengthen-amkors-compute-153500234.html | https://finance.yahoo.com/markets/stocks/articles/hdfo-adoption-strengthen-amkors-compute-153500234.html | https://finance.yahoo.com/markets/stocks/articles/amd-upgraded-adobe-downgraded-wall-133850577.html | https://finance.yahoo.com/markets/stocks/articles/amd-upgraded-adobe-downgraded-wall-133850577.html | https://finance.yahoo.com/markets/stocks/articles/friday-best-wall-street-analyst-115614069.html
FSLR,"First Solar, Inc.",-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.3,"First Solar (FSLR) Stock Valuation Check After Strong Recent Share Price Gains | First Solar (FSLR) Stock Valuation Check After Strong Recent Share Price Gains | First Solar (FSLR) Stock Declines While Market Improves: Some Information for Investors | First Solar (FSLR) Stock Declines While Market Improves: Some Information for Investors | ARRAY Technologies Hits 100 GW Milestone as Solar Demand Surges | ARRAY Technologies Hits 100 GW Milestone as Solar Demand Surges | Is First Solar Stock Outperforming the S&P 500? | Is First Solar Stock Outperforming the S&P 500? | Array, Nextpower, and First Solar Shares Are Falling, What You Need To Know | Array, Nextpower, and First Solar Shares Are Falling, What You Need To Know",https://finance.yahoo.com/markets/stocks/articles/first-solar-fslr-stock-valuation-101011169.html | https://finance.yahoo.com/markets/stocks/articles/first-solar-fslr-stock-valuation-101011169.html | https://finance.yahoo.com/markets/stocks/articles/first-solar-fslr-stock-declines-214505664.html | https://finance.yahoo.com/markets/stocks/articles/first-solar-fslr-stock-declines-214505664.html | https://finance.yahoo.com/sectors/energy/articles/array-technologies-hits-100-gw-203946355.html | https://finance.yahoo.com/sectors/energy/articles/array-technologies-hits-100-gw-203946355.html | https://finance.yahoo.com/markets/stocks/articles/first-solar-stock-outperforming-p-090648045.html | https://finance.yahoo.com/markets/stocks/articles/first-solar-stock-outperforming-p-090648045.html | https://finance.yahoo.com/markets/stocks/articles/array-nextpower-first-solar-shares-010214599.html | https://finance.yahoo.com/markets/stocks/articles/array-nextpower-first-solar-shares-010214599.html
GFS,GlobalFoundries Inc.,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.0,GlobalFoundries (GFS) Stock Valuation After New AI And Silicon Photonics Partnerships | GlobalFoundries (GFS) Stock Valuation After New AI And Silicon Photonics Partnerships | Alphabet Reveals Why It Rejected Trump's $2 Billion Quantum Funding Program | Alphabet Reveals Why It Rejected Trump's $2 Billion Quantum Funding Program | Marvell Taps Adobe CFO as AI Growth Push Continues | Marvell Taps Adobe CFO as AI Growth Push Continues | Google Explains Why It Passed On Trump's $2 Billion Quantum Initiative | Google Explains Why It Passed On Trump's $2 Billion Quantum Initiative | Google Breaks Silence on Rejecting Trump's $2 Billion Quantum Deal | Google Breaks Silence on Rejecting Trump's $2 Billion Quantum Deal,https://finance.yahoo.com/markets/stocks/articles/globalfoundries-gfs-stock-valuation-ai-041327495.html | https://finance.yahoo.com/markets/stocks/articles/globalfoundries-gfs-stock-valuation-ai-041327495.html | https://finance.yahoo.com/sectors/technology/articles/alphabet-reveals-why-rejected-trumps-130722406.html | https://finance.yahoo.com/sectors/technology/articles/alphabet-reveals-why-rejected-trumps-130722406.html | https://finance.yahoo.com/markets/stocks/articles/marvell-taps-adobe-cfo-ai-130126493.html | https://finance.yahoo.com/markets/stocks/articles/marvell-taps-adobe-cfo-ai-130126493.html | https://finance.yahoo.com/sectors/technology/articles/google-explains-why-passed-trumps-124809981.html | https://finance.yahoo.com/sectors/technology/articles/google-explains-why-passed-trumps-124809981.html | https://finance.yahoo.com/sectors/technology/articles/google-breaks-silence-rejecting-trumps-123601459.html | https://finance.yahoo.com/sectors/technology/articles/google-breaks-silence-rejecting-trumps-123601459.html
GSIT,"GSI Technology, Inc.",0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,"GSI Technology Bets on Edge AI as APU Projects Point to 2027 Revenue Ramp | GSI Technology Bets on Edge AI as APU Projects Point to 2027 Revenue Ramp | GSI Technology (GSIT): One of the Best Semiconductor Stocks to Buy Under $30 | GSI Technology (GSIT): One of the Best Semiconductor Stocks to Buy Under $30 | GSI Technology Incurs Q4 Loss Despite Strong AI and Defense Demand | GSI Technology Incurs Q4 Loss Despite Strong AI and Defense Demand | GSI Technology, Inc. Q4 2026 Earnings Call Summary | GSI Technology, Inc. Q4 2026 Earnings Call Summary | GSI Technology Q4 Earnings Call Highlights | GSI Technology Q4 Earnings Call Highlights",https://finance.yahoo.com/sectors/technology/articles/gsi-technology-bets-edge-ai-150603070.html | https://finance.yahoo.com/sectors/technology/articles/gsi-technology-bets-edge-ai-150603070.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-gsit-one-best-122234923.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-gsit-one-best-122234923.html | https://finance.yahoo.com/news/gsi-technology-incurs-q4-loss-174000997.html | https://finance.yahoo.com/news/gsi-technology-incurs-q4-loss-174000997.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-inc-q4-2026-123000388.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-inc-q4-2026-123000388.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-q4-earnings-call-021329121.html | https://finance.yahoo.com/markets/stocks/articles/gsi-technology-q4-earnings-call-021329121.html
HIMX,"Himax Technologies, Inc.",0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,"Himax, NXP Semiconductors, and Impinj Shares Skyrocket, What You Need To Know | Himax, NXP Semiconductors, and Impinj Shares Skyrocket, What You Need To Know | 3 High-Growth Insider-Owned Companies With 18% Revenue Growth | 3 High-Growth Insider-Owned Companies With 18% Revenue Growth | Asian Equities Traded in the US as American Depositary Receipts Rise in Thursday Trading | Asian Equities Traded in the US as American Depositary Receipts Rise in Thursday Trading | Asian Equities Traded in the US as American Depositary Receipts Lower in Wednesday Trading | Asian Equities Traded in the US as American Depositary Receipts Lower in Wednesday Trading | Asian Equities Traded in the US as American Depositary Receipts Rise in Tuesday Trading | Asian Equities Traded in the US as American Depositary Receipts Rise in Tuesday Trading",https://finance.yahoo.com/markets/stocks/articles/himax-nxp-semiconductors-impinj-shares-235337390.html | https://finance.yahoo.com/markets/stocks/articles/himax-nxp-semiconductors-impinj-shares-235337390.html | https://finance.yahoo.com/markets/stocks/articles/3-high-growth-insider-owned-173550737.html | https://finance.yahoo.com/markets/stocks/articles/3-high-growth-insider-owned-173550737.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143805409.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143805409.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143616123.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143616123.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144554978.html | https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144554978.html
HOLO,MicroCloud Hologram Inc.,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,Sector Update: Tech Stocks Advance Late Afternoon | Sector Update: Tech Stocks Advance Late Afternoon | MicroCloud (HOLO) Ends 4 Days of Gains After $200-Million Crypto Venture | MicroCloud (HOLO) Ends 4 Days of Gains After $200-Million Crypto Venture | Sector Update: Tech Stocks Fall Late Afternoon | Sector Update: Tech Stocks Fall Late Afternoon,https://finance.yahoo.com/news/sector-tech-stocks-advance-afternoon-200823051.html | https://finance.yahoo.com/news/sector-tech-stocks-advance-afternoon-200823051.html | https://finance.yahoo.com/news/microcloud-holo-ends-4-days-181533964.html | https://finance.yahoo.com/news/microcloud-holo-ends-4-days-181533964.html | https://finance.yahoo.com/news/sector-tech-stocks-fall-afternoon-194710500.html | https://finance.yahoo.com/news/sector-tech-stocks-fall-afternoon-194710500.html
INDI,"indie Semiconductor, Inc.",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,-0.3,0.4,"Indie Semiconductor (INDI) Stock Valuation Reassessed After Recent Pullback And Bearish Fair Value Narrative | Indie Semiconductor (INDI) Stock Valuation Reassessed After Recent Pullback And Bearish Fair Value Narrative | indie Semiconductor, Inc. (INDI) A Top Penny Stock to Buy on $40 Billion Image Sensor Opportunities | indie Semiconductor, Inc. (INDI) A Top Penny Stock to Buy on $40 Billion Image Sensor Opportunities | An indie Semiconductor Co-Founder Sold Company Shares Worth $3.8 Million. Here's What That Mean for Investors. | An indie Semiconductor Co-Founder Sold Company Shares Worth $3.8 Million. Here's What That Mean for Investors. | UBS Remains Neutral on indie Semiconductor (INDI) | UBS Remains Neutral on indie Semiconductor (INDI) | Here’s Why indie Semiconductor (INDI) Is One of the Best Semiconductor Stocks to Buy Under $30 | Here’s Why indie Semiconductor (INDI) Is One of the Best Semiconductor Stocks to Buy Under $30",https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-indi-stock-valuation-071159817.html | https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-indi-stock-valuation-071159817.html | https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-inc-indi-top-180033786.html | https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-inc-indi-top-180033786.html | https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-co-founder-sold-233122972.html | https://finance.yahoo.com/markets/stocks/articles/indie-semiconductor-co-founder-sold-233122972.html | https://finance.yahoo.com/markets/stocks/articles/ubs-remains-neutral-indie-semiconductor-115435126.html | https://finance.yahoo.com/markets/stocks/articles/ubs-remains-neutral-indie-semiconductor-115435126.html | https://finance.yahoo.com/sectors/technology/articles/why-indie-semiconductor-indi-one-122254565.html | https://finance.yahoo.com/sectors/technology/articles/why-indie-semiconductor-indi-one-122254565.html
INVE,"Identiv, Inc.",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,"Identiv And Two Other Penny Stocks To Watch Closely | Identiv And Two Other Penny Stocks To Watch Closely | Identiv (INVE) Q1 2026 Earnings Transcript | Identiv (INVE) Q1 2026 Earnings Transcript | Identiv, Inc. Q1 2026 Earnings Call Summary | Identiv, Inc. Q1 2026 Earnings Call Summary | Identiv Inc (INVE) Q1 2026 Earnings Call Highlights: Surpassing Sales Guidance and Strategic ... | Identiv Inc (INVE) Q1 2026 Earnings Call Highlights: Surpassing Sales Guidance and Strategic ... | Identiv Q1 Earnings Call Highlights | Identiv Q1 Earnings Call Highlights",https://finance.yahoo.com/markets/stocks/articles/identiv-two-other-penny-stocks-181520362.html | https://finance.yahoo.com/markets/stocks/articles/identiv-two-other-penny-stocks-181520362.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inve-q1-2026-earnings-005442653.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inve-q1-2026-earnings-005442653.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inc-q1-2026-earnings-123000964.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inc-q1-2026-earnings-123000964.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inc-inve-q1-2026-050123898.html | https://finance.yahoo.com/markets/stocks/articles/identiv-inc-inve-q1-2026-050123898.html | https://finance.yahoo.com/markets/stocks/articles/identiv-q1-earnings-call-highlights-020601078.html | https://finance.yahoo.com/markets/stocks/articles/identiv-q1-earnings-call-highlights-020601078.html
