id,created_at,updated_at,headline,summary,author,source,symbols,url,article_text,article_text_chars,article_text_clean,article_text_clean_chars,article_quality,article_usable_for_company_sentiment,article_has_company_reference,article_is_generic_multi_ticker,fetch_status,fetch_error
32894871,2023-06-16T15:07:45Z,2023-06-16T15:07:46Z,"Wedbush Reiterates Outperform on Micron Technology, Maintains $65 Price Target",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/32894871/wedbush-reiterates-outperform-on-micron-technology-maintains-65-price-target,"PRO June 16, 2023 11:07 AM 18 seconds read Wedbush Reiterates Outperform on Micron Techn... Never miss a trade again with the fastest news alerts in the world! This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday. Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community! The most trusted brand in stock market news Fatest intelligence & alerts Active trader chat rooms Option trade alerts Only comprehensive mobile notifications solution Welcoming & white glove support Active My Free Trial Posted In: News Price Target Reiteration Analyst Ratings Create a Watchlist FREE: Follow your stocks and cryptocurrencies with the most actionable alerts on the internet. Click to Get Started",869,"PRO June 16, 2023 11:07 AM 18 seconds read Wedbush Reiterates Outperform on Micron Techn...",91,headline_only,0,1,0,ok,
32890760,2023-06-16T11:52:03Z,2023-06-16T15:30:56Z,Micron shares are trading higher following reports suggesting the company is planning a roughly $600 million investment in a China facility.,,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/wiim/23/06/32890760/micron-shares-are-trading-higher-following-reports-suggesting-the-company-is-planning-a-roughly-600,"PRO June 16, 2023 7:52 AM 18 seconds read Micron shares are trading higher following re... Never miss a trade again with the fastest news alerts in the world! This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday. Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community! The most trusted brand in stock market news Fatest intelligence & alerts Active trader chat rooms Option trade alerts Only comprehensive mobile notifications solution Welcoming & white glove support Active My Free Trial Posted In: General Create a Watchlist FREE: Follow your stocks and cryptocurrencies with the most actionable alerts on the internet. Click to Get Started",830,"PRO June 16, 2023 7:52 AM 18 seconds read Micron shares are trading higher following re...",90,headline_only,0,1,0,ok,
32896207,2023-06-16T16:04:53Z,2023-06-16T21:21:25Z,How To Earn $500 A Month From Micron Technology Stock," Boise, Idaho-based computer memory and data storage producer Micron Technology Inc (NASDAQ:MU) saw a setback Friday as its shares fell more than 5% before slightly recovering.",AJ Fabino,benzinga,MU,https://www.benzinga.com/trading-ideas/long-ideas/23/06/32896207/how-to-earn-500-from-micron-technology-stock,"June 16, 2023 12:04 PM 2 min read How To Earn $500 A Month From Micron Technology Stock Boise, Idaho-based computer memory and data storage producer Micron Technology Inc (NASDAQ: MU ) saw a setback Friday as its shares fell more than 5% before slightly recovering . The sell-off in shares was spurred by a warning from the tech company about a potentially larger-than-expected hit to its global revenue due to China’s ban on sales of its chips to key domestic industries . China’s cyberspace regulator announced in May that Micron failed its network security review, and would be prohibiting operators of key infrastructure from purchasing the company’s products. Micron said about half of its revenue from China-based companies is now in jeopardy, translating to a low-double-digit percentage of its total revenue. Yet beyond the possible equity upside, there’s another potential earning avenue to explore with Micron — dividends. As of now, Micron offers a dividend yield of 0.68%, which could be an appealing prospect for income-focused investors. How can an investor leverage this to earn $500 per month? Let’s break it down. For an investor seeking to earn a monthly income of $500 from Micron dividends, we start with the annual target of $6,000 ($500 x 12 months). Next, we take this amount and divide it by Micron's dividend yield of 0.68%, which gives us the total investment required: $6,000 / 0.0068 = $882,352.94. This means that to generate $500 per month in dividends, an investor would need to own approximately $882,352.94 worth of Micron Technology stock, or 13,427 shares. Assuming a more conservative goal of $100 monthly ($1,200 annually), we do the same calculation: $1,200 / 0.0068 = $176,470. In this scenario, an investor would need to hold around 2,686 shares of Micron. Note that dividend yield can change on a rolling basis, as the dividend payment and the stock price both fluctuate over time. The dividend yield is calculated by dividing the annual dividend payment by the current stock price. As the stock price changes, the dividend yield will also change. For example, if a stock pays an annual dividend of $2 and its current price is $50, its dividend yield would be 4%. However, if the stock price increases to $60, the dividend yield would decrease to 3.33% ($2/$60). Conversely, if the stock price decreases to $40, the dividend yield would increase to 5% ($2/$40). Photo: Courtesy Micron Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Long Ideas Mid Cap News Dividends Global Top Stories Tech General China semiconductors",2733,"June 16, 2023 12:04 PM 2 min read How To Earn $500 A Month From Micron Technology Stock Boise, Idaho-based computer memory and data storage producer Micron Technology Inc (NASDAQ: MU ) saw a setback Friday as its shares fell more than 5% before slightly recovering . The sell-off in shares was spurred by a warning from the tech company about a potentially larger-than-expected hit to its global revenue due to China’s ban on sales of its chips to key domestic industries . China’s cyberspace regulator announced in May that Micron failed its network security review, and would be prohibiting operators of key infrastructure from purchasing the company’s products. Micron said about half of its revenue from China-based companies is now in jeopardy, translating to a low-double-digit percentage of its total revenue. Yet beyond the possible equity upside, there’s another potential earning avenue to explore with Micron — dividends. As of now, Micron offers a dividend yield of 0.68%, which could be an appealing prospect for income-focused investors. How can an investor leverage this to earn $500 per month? Let’s break it down. For an investor seeking to earn a monthly income of $500 from Micron dividends, we start with the annual target of $6,000 ($500 x 12 months). Next, we take this amount and divide it by Micron's dividend yield of 0.68%, which gives us the total investment required: $6,000 / 0.0068 = $882,352.94. This means that to generate $500 per month in dividends, an investor would need to own approximately $882,352.94 worth of Micron Technology stock, or 13,427 shares. Assuming a more conservative goal of $100 monthly ($1,200 annually), we do the same calculation: $1,200 / 0.0068 = $176,470. In this scenario, an investor would need to hold around 2,686 shares of Micron. Note that dividend yield can change on a rolling basis, as the dividend payment and the stock price both fluctuate over time. The dividend yield is calculated by dividing the annual dividend payment by the current stock price. As the stock price changes, the dividend yield will also change. For example, if a stock pays an annual dividend of $2 and its current price is $50, its dividend yield would be 4%. However, if the stock price increases to $60, the dividend yield would decrease to 3.33% ($2/$60). Conversely, if the stock price decreases to $40, the dividend yield would increase to 5% ($2/$40). Photo: Courtesy Micron",2425,full_text_relevant,1,1,0,ok,
32928230,2023-06-20T15:33:41Z,2023-06-20T15:33:42Z,"India Cabinet Backs Micron Technology $2.7B Chip Packaging, Testing Plant In Gujarat",,Happy Mohamed,benzinga,"INDA,MU",https://www.benzinga.com/news/23/06/32928230/india-cabinet-backs-micron-technology-2-7b-chip-packaging-testing-plant-in-gujarat,"PRO June 20, 2023 11:33 AM 18 seconds read India Cabinet Backs Micron Technology $2.7B C... Never miss a trade again with the fastest news alerts in the world! This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday. Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community! The most trusted brand in stock market news Fatest intelligence & alerts Active trader chat rooms Option trade alerts Only comprehensive mobile notifications solution Welcoming & white glove support Active My Free Trial Posted In: News Contracts Global Create a Watchlist FREE: Follow your stocks and cryptocurrencies with the most actionable alerts on the internet. Click to Get Started",845,"PRO June 20, 2023 11:33 AM 18 seconds read India Cabinet Backs Micron Technology $2.7B C...",91,headline_only,0,1,0,ok,
32936011,2023-06-20T20:47:08Z,2023-06-20T20:47:09Z,Looking At Micron Technology's Recent Unusual Options Activity, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/markets/options/23/06/32936011/looking-at-micron-technologys-recent-unusual-options-activity,"June 20, 2023 4:47 PM 3 min read Looking At Micron Technology's Recent Unusual Options Activity Someone with a lot of money to spend has taken a bearish stance on Micron Technology (NASDAQ: MU ). And retail traders should know. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know. But when something this big happens with MU, it often means somebody knows something is about to happen. So how do we know what this whale just did? Today, Benzinga 's options scanner spotted 53 uncommon options trades for Micron Technology. This isn't normal. The overall sentiment of these big-money traders is split between 47% bullish and 52%, bearish. Out of all of the special options we uncovered, 20 are puts, for a total amount of $2,277,582, and 33 are calls, for a total amount of $1,383,831. What's The Price Target? Taking into account the Volume and Open Interest on these contracts, it appears that whales have been targeting a price range from $45.0 to $105.0 for Micron Technology over the last 3 months. Volume & Open Interest Development Looking at the volume and open interest is a powerful move while trading options. This data can help you track the liquidity and interest for Micron Technology's options for a given strike price. Below, we can observe the evolution of the volume and open interest of calls and puts, respectively, for all of Micron Technology's whale trades within a strike price range from $45.0 to $105.0 in the last 30 days. Micron Technology Option Volume And Open Interest Over Last 30 Days Biggest Options Spotted: Where Is Micron Technology Standing Right Now? With a volume of 12,904,627, the price of MU is down -1.12% at $66.9. RSI indicators hint that the underlying stock may be approaching overbought. Next earnings are expected to be released in 8 days. What The Experts Say On Micron Technology: Options are a riskier asset compared to just trading the stock, but they have higher profit potential. Serious options traders manage this risk by educating themselves daily, scaling in and out of trades, following more than one indicator, and following the markets closely. If you want to stay updated on the latest options trades for Micron Technology, Benzinga Pro gives you real-time options trades alerts. Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Options Markets BZI-UOA",2634,"June 20, 2023 4:47 PM 3 min read Looking At Micron Technology's Recent Unusual Options Activity Someone with a lot of money to spend has taken a bearish stance on Micron Technology (NASDAQ: MU ). And retail traders should know. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know. But when something this big happens with MU, it often means somebody knows something is about to happen. So how do we know what this whale just did? Today, Benzinga 's options scanner spotted 53 uncommon options trades for Micron Technology. This isn't normal. The overall sentiment of these big-money traders is split between 47% bullish and 52%, bearish. Out of all of the special options we uncovered, 20 are puts, for a total amount of $2,277,582, and 33 are calls, for a total amount of $1,383,831. What's The Price Target? Taking into account the Volume and Open Interest on these contracts, it appears that whales have been targeting a price range from $45.0 to $105.0 for Micron Technology over the last 3 months. Volume & Open Interest Development Looking at the volume and open interest is a powerful move while trading options. This data can help you track the liquidity and interest for Micron Technology's options for a given strike price. Below, we can observe the evolution of the volume and open interest of calls and puts, respectively, for all of Micron Technology's whale trades within a strike price range from $45.0 to $105.0 in the last 30 days. Micron Technology Option Volume And Open Interest Over Last 30 Days Biggest Options Spotted: Where Is Micron Technology Standing Right Now? With a volume of 12,904,627, the price of MU is down -1.12% at $66.9. RSI indicators hint that the underlying stock may be approaching overbought. Next earnings are expected to be released in 8 days. What The Experts Say On Micron Technology: Options are a riskier asset compared to just trading the stock, but they have higher profit potential. Serious options traders manage this risk by educating themselves daily, scaling in and out of trades, following more than one indicator, and following the markets closely. If you want to stay updated on the latest options trades for Micron Technology, Benzinga Pro gives you real-time options trades alerts.",2389,full_text_relevant,1,1,0,ok,
32941660,2023-06-21T13:28:05Z,2023-06-21T13:28:05Z,Micron Braces For Chip Testing Debut In India As Country Ratifies $2.7B Project,The Indian government cabinet has approved U.S.,Anusuya Lahiri,benzinga,"FDX,MA,MU",https://www.benzinga.com/government/23/06/32941660/micron-braces-for-chip-testing-debut-in-india-as-country-ratifies-2-7b-project,"June 21, 2023 9:28 AM 1 min read Micron Braces For Chip Testing Debut In India As Country Ratifies $2.7B Project The government agreed to production-linked incentives worth ₹110 billion ($1.34 billion) for the plant, to be built in the state of Gujarat, Reuters cites a senior government source. Micron will build the assembly testing, marking, and packaging unit in Sanand. Such divisions test and pack semiconductor chips but do not manufacture them. Micron's plans coincide with the White House pressing U.S. chip companies to invest in India to decrease business risks in China. While Micron's India plant would boost India's vision of a semiconductor base, true success would need actual manufacturing. Three big companies, including a Foxconn joint venture, that bid for Indian semiconductor incentives struggled due to the lack of a technology partner. China in May said Micron had failed a security review and barred operators of critical domestic infrastructure from purchasing products from the chipmaker . Price Action: MU shares traded lower by 0.03% at $66.88 premarket on the last check Wednesday. Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Government News Regulations Tech Media Briefs",1378,"June 21, 2023 9:28 AM 1 min read Micron Braces For Chip Testing Debut In India As Country Ratifies $2.7B Project The government agreed to production-linked incentives worth ₹110 billion ($1.34 billion) for the plant, to be built in the state of Gujarat, Reuters cites a senior government source. Micron will build the assembly testing, marking, and packaging unit in Sanand. Such divisions test and pack semiconductor chips but do not manufacture them. Micron's plans coincide with the White House pressing U.S. chip companies to invest in India to decrease business risks in China. While Micron's India plant would boost India's vision of a semiconductor base, true success would need actual manufacturing. Three big companies, including a Foxconn joint venture, that bid for Indian semiconductor incentives struggled due to the lack of a technology partner. China in May said Micron had failed a security review and barred operators of critical domestic infrastructure from purchasing products from the chipmaker . Price Action: MU shares traded lower by 0.03% at $66.88 premarket on the last check Wednesday.",1111,full_text_relevant,1,1,0,ok,
32959740,2023-06-22T06:39:01Z,2023-06-22T06:39:02Z,"Micron Technology, US Chipmakers Receive Invitation from Narendra Modi to Boost Semiconductor Production In India",This story was first published on the Benzinga India Portal.,Shomik Sen Bhattacharjee,benzinga,"AMAT,MU",https://www.benzinga.com/news/23/06/32959740/micron-technology-us-chipmakers-receive-invitation-from-narendra-modi-to-boost-semiconductor-product,"June 22, 2023 2:39 AM 2 min read Micron Technology, US Chipmakers Receive Invitation from Narendra Modi to Boost Semiconductor Production In India This story was first published on the Benzinga India Portal. What Happened? Applied Materials has also received an invitation to aid in the development of process technology and advanced packaging capabilities in India, reported Indian press agency PTI. Modi’s discussions with Gary E Dickerson , the President and CEO of Applied Materials, Inc (NASDAQ: AMAT ), focused on the potential for the company to collaborate with Indian academic institutions to build a skilled workforce. Following their meeting, Sanjay Mehrotra , CEO of Micron, expressed enthusiasm for further opportunities in India, stating that Micron is a global leader in memory and storage. See also: Is India Overtaking China As U.S.’s Manufacturing Hub? Narendra Modi Says It’s About India’s Rightful Global Position Luring Chipmakers: India is currently promoting semiconductor development through a production-linked incentive (PLI) scheme , positioning itself as one of the most appealing destinations in Asia for electronics and semiconductors. In 2021, India’s semiconductor market had a value of $27.2 billion, and experts predict a near 19% growth to $64 billion by 2026. Despite this potential, India currently doesn’t produce any of these chips. This situation underscores the requirement for specialized, complex, and costly semiconductor units, often referred to as “fabs,” to be established in the country. Read next: PM Modi ‘Fan’ Elon Musk Lines Up 2024 Date For India Visit: Stars Aligned for Starlink? Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: News Tech chipmakers chips India Micron Technology Narendra Modi semiconductors",1935,"June 22, 2023 2:39 AM 2 min read Micron Technology, US Chipmakers Receive Invitation from Narendra Modi to Boost Semiconductor Production In India This story was first published on the Benzinga India Portal. What Happened? Applied Materials has also received an invitation to aid in the development of process technology and advanced packaging capabilities in India, reported Indian press agency PTI. Modi’s discussions with Gary E Dickerson , the President and CEO of Applied Materials, Inc (NASDAQ: AMAT ), focused on the potential for the company to collaborate with Indian academic institutions to build a skilled workforce. Following their meeting, Sanjay Mehrotra , CEO of Micron, expressed enthusiasm for further opportunities in India, stating that Micron is a global leader in memory and storage. See also: Is India Overtaking China As U.S.’s Manufacturing Hub? Narendra Modi Says It’s About India’s Rightful Global Position Luring Chipmakers: India is currently promoting semiconductor development through a production-linked incentive (PLI) scheme , positioning itself as one of the most appealing destinations in Asia for electronics and semiconductors. In 2021, India’s semiconductor market had a value of $27.2 billion, and experts predict a near 19% growth to $64 billion by 2026. Despite this potential, India currently doesn’t produce any of these chips. This situation underscores the requirement for specialized, complex, and costly semiconductor units, often referred to as “fabs,” to be established in the country. Read next: PM Modi ‘Fan’ Elon Musk Lines Up 2024 Date For India Visit: Stars Aligned for Starlink?",1634,full_text_relevant,1,1,0,ok,
32964479,2023-06-22T13:20:27Z,2023-06-22T13:20:28Z,Micron Braces For Semiconductor Assembly and Test Facility in India; To Invest Up To $825M,"Micron Technology, Inc (NASDAQ: MU) disclosed plans to build a new assembly and test facility ",Anusuya Lahiri,benzinga,MU,https://www.benzinga.com/news/23/06/32964479/micron-braces-for-semiconductor-assembly-and-test-facility-in-india-to-invest-up-to-825m,"June 22, 2023 9:20 AM 1 min read Micron Braces For Semiconductor Assembly and Test Facility in India; To Invest Up To $825M Micron's new facility will enable assembly and test manufacturing for DRAM and NAND products. Micron expects Phase 2 of the project, which would include constructing a facility similar in scale to Phase 1, to start towards the second half of the decade. Micron's investment will be up to $825 million over the project's two phases and will create up to 5,000 new direct Micron jobs and 15,000 community jobs over the next several years. Under the government's ""Modified Assembly, Testing, Marking, and Packaging (ATMP) Scheme,"" Micron will receive 50% fiscal support for the total project cost from the Indian central government and incentives representing 20% of the total project cost from the state of Gujarat. The combined investment by Micron and the two government entities over the course of both phases will be up to $2.75 billion. Government support will help fund the project and facilitate access to essential semiconductor infrastructure and resources to drive innovation and enhance local talent development. Micron's new facility will focus on transforming wafers into ball grid array (BGA) integrated circuit packages, memory modules, and solid-state drives. Price Action: MU shares traded lower by 0.46% at $65.50 premarket on the last check Thursday. Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: News Tech Briefs",1629,"June 22, 2023 9:20 AM 1 min read Micron Braces For Semiconductor Assembly and Test Facility in India; To Invest Up To $825M Micron's new facility will enable assembly and test manufacturing for DRAM and NAND products. Micron expects Phase 2 of the project, which would include constructing a facility similar in scale to Phase 1, to start towards the second half of the decade. Micron's investment will be up to $825 million over the project's two phases and will create up to 5,000 new direct Micron jobs and 15,000 community jobs over the next several years. Under the government's ""Modified Assembly, Testing, Marking, and Packaging (ATMP) Scheme,"" Micron will receive 50% fiscal support for the total project cost from the Indian central government and incentives representing 20% of the total project cost from the state of Gujarat. The combined investment by Micron and the two government entities over the course of both phases will be up to $2.75 billion. Government support will help fund the project and facilitate access to essential semiconductor infrastructure and resources to drive innovation and enhance local talent development. Micron's new facility will focus on transforming wafers into ball grid array (BGA) integrated circuit packages, memory modules, and solid-state drives. Price Action: MU shares traded lower by 0.46% at $65.50 premarket on the last check Thursday.",1391,full_text_relevant,1,1,0,ok,
32972946,2023-06-22T17:55:16Z,2023-06-22T17:55:17Z,"India's Modi Says Decision By Micron, Google, Applied Materials To Invest In India Shows The Future Of India-U.S. Partnership",,Benzinga Newsdesk,benzinga,"AMAT,GOOG,GOOGL,MU",https://www.benzinga.com/news/23/06/32972946/indias-modi-says-decision-by-micron-google-applied-materials-to-invest-in-india-shows-the-future-of,"PRO June 22, 2023 1:55 PM 18 seconds read India's Modi Says Decision By Micron, Google,... Never miss a trade again with the fastest news alerts in the world! This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday. Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community! The most trusted brand in stock market news Fatest intelligence & alerts Active trader chat rooms Option trade alerts Only comprehensive mobile notifications solution Welcoming & white glove support Active My Free Trial Posted In: News Politics General Create a Watchlist FREE: Follow your stocks and cryptocurrencies with the most actionable alerts on the internet. Click to Get Started",844,"PRO June 22, 2023 1:55 PM 18 seconds read India's Modi Says Decision By Micron, Google,...",90,headline_only,0,1,0,ok,
32974754,2023-06-22T19:30:28Z,2023-06-22T19:30:29Z,$1000 Invested In Micron Technology 10 Years Ago Would Be Worth This Much Today, ,Benzinga Insights,benzinga,MU,https://www.benzinga.com/news/earnings/23/06/32974754/1000-invested-in-micron-technology-10-years-ago-would-be-worth-this-much-today,"June 22, 2023 3:30 PM 1 min read $1000 Invested In Micron Technology 10 Years Ago Would Be Worth This Much Today Micron Technology (NASDAQ: MU ) has outperformed the market over the past 10 years by 6.13% on an annualized basis producing an average annual return of 16.67%. Currently, Micron Technology has a market capitalization of $72.50 billion. Buying $1000 In MU: If an investor had bought $1000 of MU stock 10 years ago, it would be worth $4,817.82 today based on a price of $66.25 for MU at the time of writing. Micron Technology's Performance Over Last 10 Years Finally -- what's the point of all this? The key insight to take from this article is to note how much of a difference compounded returns can make in your cash growth over a period of time. This article was generated by Benzinga's automated content engine and reviewed by an editor. Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Earnings News Dividends BZI-POD",1106,"June 22, 2023 3:30 PM 1 min read $1000 Invested In Micron Technology 10 Years Ago Would Be Worth This Much Today Micron Technology (NASDAQ: MU ) has outperformed the market over the past 10 years by 6.13% on an annualized basis producing an average annual return of 16.67%. Currently, Micron Technology has a market capitalization of $72.50 billion. Buying $1000 In MU: If an investor had bought $1000 of MU stock 10 years ago, it would be worth $4,817.82 today based on a price of $66.25 for MU at the time of writing. Micron Technology's Performance Over Last 10 Years Finally -- what's the point of all this? The key insight to take from this article is to note how much of a difference compounded returns can make in your cash growth over a period of time. This article was generated by Benzinga's automated content engine and reviewed by an editor.",853,full_text_relevant,1,1,0,ok,
32979348,2023-06-23T04:56:42Z,2023-06-23T04:56:43Z,"Jim Cramer Shares Game Plan For 'Important Week' Ahead As Nike, Micron Gear Up To Report Earnings", ,Bhavik Nair,benzinga,"CCL,GIS,MU,NKE,STZ,WBA",https://www.benzinga.com/markets/equities/23/06/32979348/jim-cramer-shares-game-plan-for-important-week-ahead-as-nike-micron-gear-up-to-report-earnings,"June 23, 2023 12:56 AM 2 min read Jim Cramer Shares Game Plan For 'Important Week' Ahead As Nike, Micron Gear Up To Report Earnings Prominent market commentator Jim Cramer has detailed his plan for the upcoming week and said it is an important one with crucial economic data releases and earnings reports of prominent names scheduled. ""It's an important week, not to be minimized, as we make our way to July for an employment report, a Fed meeting and a parade of earnings, all care of an upcoming calendar change,"" Cramer said according to a CNBC report. Also Read: Best Penny Stocks Here's his game plan for the week: Monday — Cramer noted he will be observing Carnival Corp' s (NYSE: CCL ) earnings report to understand whether the post-pandemic travel and entertainment boom can continue. Tuesday — Walgreens Boots Alliance Inc (NASDAQ: WBA ) is scheduled to announce its earnings. Cramer is wondering whether the stock, with its 6% dividend yield, could rise if earnings line up with consensus estimates. Friday — Constellation Brands, Inc. (NYSE: STZ ) is scheduled to report its earnings. The market expert said while he's anticipating a miss for the stock this quarter, he owns it for long-term cash flow. Read Next: Janet Yellen Sees Lower Odds Of US Recession, Says Inflation Has Declined Significantly Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Equities News Markets Earnings Expert Ideas",1577,"June 23, 2023 12:56 AM 2 min read Jim Cramer Shares Game Plan For 'Important Week' Ahead As Nike, Micron Gear Up To Report Earnings Prominent market commentator Jim Cramer has detailed his plan for the upcoming week and said it is an important one with crucial economic data releases and earnings reports of prominent names scheduled. ""It's an important week, not to be minimized, as we make our way to July for an employment report, a Fed meeting and a parade of earnings, all care of an upcoming calendar change,"" Cramer said according to a CNBC report. Also Read: Best Penny Stocks Here's his game plan for the week: Monday — Cramer noted he will be observing Carnival Corp' s (NYSE: CCL ) earnings report to understand whether the post-pandemic travel and entertainment boom can continue. Tuesday — Walgreens Boots Alliance Inc (NASDAQ: WBA ) is scheduled to announce its earnings. Cramer is wondering whether the stock, with its 6% dividend yield, could rise if earnings line up with consensus estimates. Friday — Constellation Brands, Inc. (NYSE: STZ ) is scheduled to report its earnings. The market expert said while he's anticipating a miss for the stock this quarter, he owns it for long-term cash flow. Read Next: Janet Yellen Sees Lower Odds Of US Recession, Says Inflation Has Declined Significantly",1312,full_text_relevant,1,1,0,ok,
32991857,2023-06-23T20:09:24Z,2023-06-23T20:09:25Z,S&P 500 Breaks Winning Streak As Powell Warns Of More Interest Rate Hikes Ahead; Bitcoin Rallies Over 20%, ,Natan Ponieman,benzinga,"FDX,GIS,MU,NKE,STZ,WBA",https://www.benzinga.com/news/earnings/23/06/32991857/s-p-500-breaks-winning-streak-as-powell-warns-of-more-interest-rate-hikes-ahead-bitcoin-rallies-ove,,0,,0,boilerplate_only,0,1,1,error,404 Client Error: Not Found for url: https://www.benzinga.com/news/earnings/23/06/32991857/s-p-500-breaks-winning-streak-as-powell-warns-of-more-interest-rate-hikes-ahead-bitcoin-rallies-ove
33006909,2023-06-26T14:25:52Z,2023-06-26T14:25:53Z,"Stifel Maintains Hold on Micron Technology, Raises Price Target to $65",,Benzinga Newsdesk,benzinga,MU,https://www.benzinga.com/news/23/06/33006909/stifel-maintains-hold-on-micron-technology-raises-price-target-to-65,"PRO June 26, 2023 10:25 AM 18 seconds read Stifel Maintains Hold on Micron Technology, R... Never miss a trade again with the fastest news alerts in the world! This headline only article is a sample of real-time intelligence Benzinga Pro traders use to win in the markets everyday. Want the fastest, most accurate stock market intelligence? Want EXCLUSIVE stories originated by Benzinga reporters? Join 10,000+ serious traders in the Benzinga Pro community! The most trusted brand in stock market news Fatest intelligence & alerts Active trader chat rooms Option trade alerts Only comprehensive mobile notifications solution Welcoming & white glove support Active My Free Trial Posted In: News Price Target Analyst Ratings Create a Watchlist FREE: Follow your stocks and cryptocurrencies with the most actionable alerts on the internet. Click to Get Started",857,"PRO June 26, 2023 10:25 AM 18 seconds read Stifel Maintains Hold on Micron Technology, R...",91,headline_only,0,1,0,ok,
33008094,2023-06-26T17:01:58Z,2023-06-26T17:01:59Z,Cyclical DRAM Play and AI-Driven Shifts: Analyst Eyes Micron Technology's Potential for 2024,"Rosenblatt analyst Hans Mosesmann expects Micron Technology, Inc&#39;s (NASDAQ: MU) earnings to align roughly with expectations this Wednesday.",Anusuya Lahiri,benzinga,MU,https://www.benzinga.com/analyst-ratings/analyst-color/23/06/33008094/cyclical-dram-play-and-ai-driven-shifts-analyst-eyes-micron-technologys-potential-f,"June 26, 2023 1:01 PM 1 min read Cyclical DRAM Play and AI-Driven Shifts: Analyst Eyes Micron Technology's Potential for 2024 Rosenblatt analyst Hans Mosesmann expects Micron Technology, Inc's (NASDAQ: MU ) earnings to align roughly with expectations this Wednesday. The analyst expected an impact on the guidance due to China's restrictions on Micron memory in specific infrastructure segments in the country. Mosesmann expected an impact on August sales by up to 10%, depending on handling the pre-existing backlog during the restrictions. The Street has already dialed in the China dynamic for Micron and believes that management's commentary of industry stabilization in supply and demand for the latter half of the year serves as a buy indicator. He stressed that while there is an AI trend at play here (which there is), it will not scale without significant content expansion in DRAM, and higher-value DDR5, for that matter. The analyst liked the MU trade into 2024 on the cyclical DRAM play and the secular MOAC thesis driven by structural shifts in how the semiconductor industry deals with AI training and inference. Price Action: MU shares traded higher by 1.13% at $66.02 on the last check Monday. Market News and Data brought to you by Benzinga APIs © 2026 Benzinga.com. Benzinga does not provide investment advice. All rights reserved. To add Benzinga News as your preferred source on Google, click here . Posted In: Analyst Color News Analyst Ratings Tech Briefs Expert Ideas",1490,"June 26, 2023 1:01 PM 1 min read Cyclical DRAM Play and AI-Driven Shifts: Analyst Eyes Micron Technology's Potential for 2024 Rosenblatt analyst Hans Mosesmann expects Micron Technology, Inc's (NASDAQ: MU ) earnings to align roughly with expectations this Wednesday. The analyst expected an impact on the guidance due to China's restrictions on Micron memory in specific infrastructure segments in the country. Mosesmann expected an impact on August sales by up to 10%, depending on handling the pre-existing backlog during the restrictions. The Street has already dialed in the China dynamic for Micron and believes that management's commentary of industry stabilization in supply and demand for the latter half of the year serves as a buy indicator. He stressed that while there is an AI trend at play here (which there is), it will not scale without significant content expansion in DRAM, and higher-value DDR5, for that matter. The analyst liked the MU trade into 2024 on the cyclical DRAM play and the secular MOAC thesis driven by structural shifts in how the semiconductor industry deals with AI training and inference. Price Action: MU shares traded higher by 1.13% at $66.02 on the last check Monday.",1209,full_text_relevant,1,1,0,ok,
